Chronologic VCS simulator copyright 1991-2022
Contains Synopsys proprietary information.
Compiler version T-2022.06_Full64; Runtime version T-2022.06_Full64;  Mar 29 18:07 2023
                   0       IDLE       IDLE SR: xxxxxxxxxxxxx Char: xx 0 x 0 String:                                                                 
              555073       SYNC       SYNC SR: 1111101100010 Char: 15 1 0 0 String:                                                              Som
              559049       SYNC     SAMPLE SR: 1111101100010 Char: 15 1 0 0 String:                                                              Som
              559051     SAMPLE      WAIT1 SR: 1111101100010 Char: 15 1 0 0 String:                                                              Som
              559053      WAIT1      WAIT1 SR: 1111011000101 Char: 15 1 0 0 String:                                                              Som
              567003      WAIT1     SAMPLE SR: 1111011000101 Char: 15 1 0 0 String:                                                              Som
              567005     SAMPLE      WAIT1 SR: 1111011000101 Char: 15 1 0 0 String:                                                              Som
              567007      WAIT1      WAIT1 SR: 1110110001011 Char: e9 0 0 0 String:                                                              Som
              570176      WAIT1       SYNC SR: 1110110001011 Char: e9 0 0 0 String:                                                              Som
              570177       SYNC       SYNC SR: 1110110001011 Char: e9 0 0 0 String:                                                              Som
              574153       SYNC     SAMPLE SR: 1110110001011 Char: e9 0 0 0 String:                                                              Som
              574155     SAMPLE      WAIT0 SR: 1110110001011 Char: e9 0 0 0 String:                                                              Som
              574157      WAIT0      WAIT0 SR: 1101100010110 Char: d0 0 0 0 String:                                                              Som
              582107      WAIT0     SAMPLE SR: 1101100010110 Char: d0 0 0 0 String:                                                              Som
              582109     SAMPLE      WAIT0 SR: 1101100010110 Char: d0 0 0 0 String:                                                              Som
              582111      WAIT0      WAIT0 SR: 1011000101100 Char: 15 1 0 0 String:                                                              Som
              585280      WAIT0       SYNC SR: 1011000101100 Char: 15 1 0 0 String:                                                              Som
              585281       SYNC       SYNC SR: 1011000101100 Char: 15 1 0 0 String:                                                              Som
              589257       SYNC     SAMPLE SR: 1011000101100 Char: 15 1 0 0 String:                                                              Som
              589259     SAMPLE  COMPLETED SR: 1011000101100 Char: 15 1 0 0 String:                                                              Som
              589261  COMPLETED  COMPLETED SR: 0110001011001 Char: 65 0 0 0 String:                                                              Som
              597211  COMPLETED      ERROR SR: 0110001011001 Char: 65 0 0 1 String:                                                              Som
              597213      ERROR      ERROR SR: 0110001011001 Char: 65 0 0 0 String:                                                             Some
              605163      ERROR       IDLE SR: 0110001011001 Char: 65 0 0 0 String:                                                             Some
              605165       IDLE       IDLE SR: 0110001011001 Char: 65 0 0 0 String:                                                             Some
              623040       IDLE       SYNC SR: 0110001011001 Char: 65 0 0 0 String:                                                             Some
              623041       SYNC       SYNC SR: 0110001011001 Char: 65 0 0 0 String:                                                             Some
              627017       SYNC     SAMPLE SR: 0110001011001 Char: 65 0 0 0 String:                                                             Some
              627019     SAMPLE      WAIT1 SR: 0110001011001 Char: 65 0 0 0 String:                                                             Some
              627021      WAIT1      WAIT1 SR: 1100010110011 Char: ca 0 0 0 String:                                                             Some
              630592      WAIT1       SYNC SR: 1100010110011 Char: ca 0 0 0 String:                                                             Some
              630593       SYNC       SYNC SR: 1100010110011 Char: ca 0 0 0 String:                                                             Some
              634569       SYNC     SAMPLE SR: 1100010110011 Char: ca 0 0 0 String:                                                             Some
              634571     SAMPLE      WAIT0 SR: 1100010110011 Char: ca 0 0 0 String:                                                             Some
              634573      WAIT0      WAIT0 SR: 1000101100110 Char: 15 1 0 0 String:                                                             Some
              638144      WAIT0       SYNC SR: 1000101100110 Char: 15 1 0 0 String:                                                             Some
              638145       SYNC       SYNC SR: 1000101100110 Char: 15 1 0 0 String:                                                             Some
              642121       SYNC     SAMPLE SR: 1000101100110 Char: 15 1 0 0 String:                                                             Some
              642123     SAMPLE      WAIT1 SR: 1000101100110 Char: 15 1 0 0 String:                                                             Some
              642125      WAIT1      WAIT1 SR: 0001011001101 Char: 15 1 0 0 String:                                                             Some
              650075      WAIT1     SAMPLE SR: 0001011001101 Char: 15 1 0 0 String:                                                             Some
              650077     SAMPLE      WAIT1 SR: 0001011001101 Char: 15 1 0 0 String:                                                             Some
              650079      WAIT1      WAIT1 SR: 0010110011011 Char: 28 0 0 0 String:                                                             Some
              658029      WAIT1     SAMPLE SR: 0010110011011 Char: 28 0 0 0 String:                                                             Some
              658031     SAMPLE      WAIT1 SR: 0010110011011 Char: 28 0 0 0 String:                                                             Some
              658033      WAIT1      WAIT1 SR: 0101100110111 Char: 15 1 0 0 String:                                                             Some
              665983      WAIT1     SAMPLE SR: 0101100110111 Char: 15 1 0 0 String:                                                             Some
              665985     SAMPLE      WAIT1 SR: 0101100110111 Char: 15 1 0 0 String:                                                             Some
              665987      WAIT1      WAIT1 SR: 1011001101111 Char: 37 0 0 0 String:                                                             Some
              668352      WAIT1       SYNC SR: 1011001101111 Char: 37 0 0 0 String:                                                             Some
              668353       SYNC       SYNC SR: 1011001101111 Char: 37 0 0 0 String:                                                             Some
              672329       SYNC     SAMPLE SR: 1011001101111 Char: 37 0 0 0 String:                                                             Some
              672331     SAMPLE      WAIT0 SR: 1011001101111 Char: 37 0 0 0 String:                                                             Some
              672333      WAIT0      WAIT0 SR: 0110011011110 Char: 15 1 0 0 String:                                                             Some
              675904      WAIT0       SYNC SR: 0110011011110 Char: 15 1 0 0 String:                                                             Some
              675905       SYNC       SYNC SR: 0110011011110 Char: 15 1 0 0 String:                                                             Some
              679881       SYNC     SAMPLE SR: 0110011011110 Char: 15 1 0 0 String:                                                             Some
              679883     SAMPLE      WAIT1 SR: 0110011011110 Char: 15 1 0 0 String:                                                             Some
              679885      WAIT1      WAIT1 SR: 1100110111101 Char: cb 0 0 0 String:                                                             Some
              683456      WAIT1       SYNC SR: 1100110111101 Char: cb 0 0 0 String:                                                             Some
              683457       SYNC       SYNC SR: 1100110111101 Char: cb 0 0 0 String:                                                             Some
              687433       SYNC     SAMPLE SR: 1100110111101 Char: cb 0 0 0 String:                                                             Some
              687435     SAMPLE      WAIT0 SR: 1100110111101 Char: cb 0 0 0 String:                                                             Some
              687437      WAIT0      WAIT0 SR: 1001101111010 Char: 15 1 0 0 String:                                                             Some
              691008      WAIT0       SYNC SR: 1001101111010 Char: 15 1 0 0 String:                                                             Some
              691009       SYNC       SYNC SR: 1001101111010 Char: 15 1 0 0 String:                                                             Some
              694985       SYNC     SAMPLE SR: 1001101111010 Char: 15 1 0 0 String:                                                             Some
              694987     SAMPLE      WAIT1 SR: 1001101111010 Char: 15 1 0 0 String:                                                             Some
              694989      WAIT1      WAIT1 SR: 0011011110101 Char: 15 1 0 0 String:                                                             Some
              698560      WAIT1       SYNC SR: 0011011110101 Char: 15 1 0 0 String:                                                             Some
              698561       SYNC       SYNC SR: 0011011110101 Char: 15 1 0 0 String:                                                             Some
              702537       SYNC     SAMPLE SR: 0011011110101 Char: 15 1 0 0 String:                                                             Some
              702539     SAMPLE      WAIT0 SR: 0011011110101 Char: 15 1 0 0 String:                                                             Some
